url,title,course_requirements,entry_requirements
/course-catalogue/course-specifications/2023-24/PDTRASLA/PG-Diploma-Translation/,PDTRASLA - PG Diploma Translation,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Postgraduate Diploma</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">120</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">Guildhall School of Business and Law</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Languages</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
2 YEARS
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
4 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You’ll be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a 2:1 degree (or equivalent) in translation, interpreting, modern languages or related fields</li>
<li class=""list-group-item"">
native knowledge of the English language</li>
<li class=""list-group-item"">
near native proficiency in your chosen paired language</li>
<li class=""list-group-item"">
good command of the second foreign language (if applicable)</li>
</ul>
<p>
For international applicants you are required to have IELTS 6.5 with no component less than 6.0 and be able to meet the DfE entry qualification requirements or equivalents.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PFMAFIAR/Master-of-Fine-Arts/,PFMAFIAR - Master of Fine Arts,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Fine Arts</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Art, Architecture and Design</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Art</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time Day</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
an upper second-class (2:1) honours degree in an art or design subject</li>
</ul>
<p>
If your application passes all requirements, the University will invite you to choose from a series of interview dates at which interviewers assess your portfolio before making an offer.</p>
<p>
Upon receipt of an invitation to choose an interview date, applicants who live too far away for the interview may request submission of a digital portfolio.</p>
<p>
Relevant professional qualifications or extensive professional experience will also be considered.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PGCPELAW/Common-Professional-Exam/,PGCPELAW - Common Professional Exam,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Graduate Diploma in Law</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">240</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">Guildhall School of Business and Law</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Law</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Part-time Evening</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
3 YEARS
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a UK first degree at 2.2 or above (applicants who do not hold a UK first degree must obtain a Certificate of Academic Standing from either the <a href=""http://www.sra.org.uk"" target=""_blank"">Solicitors Regulation Authority</a> or <a href=""http://www.barstandardsboard.org.uk"" target=""_blank"">The Bar Standards Board</a></li>
</ul>
</div>"
/course-catalogue/course-specifications/2023-24/PIMARRIB/MArch-Architecture-RIBA-2/,PIMARRIB - MArch Architecture RIBA 2,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Architecture</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Graduate Diploma,
Graduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">240</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Art, Architecture and Design</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Architecture</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
3 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a good degree in architecture</li>
<li class=""list-group-item"">
preferably completed RIBA Part 1 or have exemption from it (We will also consider your application if you haven't completed Part 1 but you've undertaken a non-UK or non-validated architecture degree. However, before qualifying as an architect in the UK, you must have obtained RIBA Part 1, as well as Parts 2 and 3. If you haven't completed Part 1 you should <a href=""http://www.arb.org.uk/architect-information/applying-for-registration-for-the-first-time/i-hold-overseas-non-recognised-uk-qualifications/"">contact the ARB</a> directly regarding eligibility for your Prescribed Part 1 exam.)</li>
<li class=""list-group-item"">
the ability to demonstrate your talent as a designer and motivation to complete the course successfully</li>
</ul>
<p>
Selected candidates are asked to attend an interview with their portfolio, which should include a wide range of work. To find out what to include in your portfolio, view our <a href=""https://www.londonmet.ac.uk/applying/art-architecture-and-design/undergraduate/interview/portfolio-guidelines/"" target=""_blank"">portfolio guidance</a>.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PMAACOMN/MSc-Airline-and-Airport-Corporate-Management/,PMAACOMN - MSc Airline and Airport Corporate Management,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Science</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University,
Aventis Graduate School Pte Ltd
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">Guildhall School of Business and Law</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Strategic Management</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a minimum of a 2.2 (or equivalent) in a related subject discipline</li>
</ul>
<p>
The course is also open to professionals already working in the aviation industry who may not necessarily have an undergraduate degree. However, you must have a minimum of two years related work experience at managerial level within the industry. This will need to be confirmed by two letters of reference. You'll also need to submit a CV in support of your application.</p>
<p>
If you have experience which falls outside of this specification and is non-standard, we'd like to invite you to interview/Skype interview for a more detailed discussion relating to your application.</p>
<p>
A full university application form will need to be submitted, including a detailed statement to support your application to the course. You should also submit an up-to-date CV and copies of awards/professional qualifications.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PMABLNTE/MA-Arabic-Language-Teaching/,PMABLNTE - MA Arabic Language Teaching,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Arts</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">Guildhall School of Business and Law</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Languages</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a good bachelor's degree in Arabic</li>
<li class=""list-group-item"">
if you do not have a bachelor's degree in Arabic, you will need to take a stage four Arabic test</li>
</ul>
<p>
For non-native speakers of English, you'll need a minimum IELTS score of 6.5 (or equivalent) with a minimum score of 6 in all components.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PMADDMHE/MSc-Addiction-and-Mental-Health/,PMADDMHE - MSc Addiction and Mental Health,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Science</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University,
Aventis Graduate School Pte Ltd
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Social Sciences and Professions</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Psychology</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a minimum of a lower second-class (2.2) honours degree in social sciences, health, education or human sciences.</li>
</ul>
<p>
Graduates from other disciplines who have extensive relevant work experience will be considered on an individual basis.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PMARTINT/MSc-Artificial-Intelligence/,PMARTINT - MSc Artificial Intelligence,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Science</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University,
Aventis Graduate School Pte Ltd
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Computing and Digital Media</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Computer Science and Applied Computing</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
2 YEARS
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
3 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a 2:2 UK degree (or equivalent) in computer or data science, computer, software or network engineering, computing or ICT, cyber security</li>
</ul>
<p>
You will also be considered if you have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a 2:2 UK degree (or equivalent) that requires mathematics and computing skills, including mathematics, physics, chemistry, economics, business or finance</li>
</ul>
<p>
Applicants with relevant professional experience will also be considered.</p>
<p>
Programming skills with one of the popular languages such as Java or Python would also be a great advantage.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PMBIOMDS/MSc-Biomedical-Science/,PMBIOMDS - MSc Biomedical Science,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Science</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate,
Advanced Diploma in Professional Development
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Human Sciences</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Biosciences</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
3 YEARS
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a 2.2 UK undergraduate degree in biomedical science, although applications are welcome from other related subjects and will be considered on an individual basis</li>
</ul>
</div>"
/course-catalogue/course-specifications/2023-24/PMBLOSCI/MSc-Blood-Science/,PMBLOSCI - MSc Blood Science,"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Science</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate,
Advanced Diploma in Professional Development
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Human Sciences</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Biosciences</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Full-time</td>
<td class=""cao_data"">
1 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
<tr>
<td class=""cao_data"">Part-time</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
 
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a second class undergraduate honours degree or above (or equivalent) in biomedical or life sciences subjects (that included appropriate biomedical content), although other less relevant subjects may be considered</li>
</ul>
<p>
You are advised to discuss eligibility for credit with the course leader before completing a credit application form.</p>
</div>"
/course-catalogue/course-specifications/2023-24/PMBLSCDL/MSc-Blood-Science-(Distance-Learning)/,PMBLSCDL - MSc Blood Science (Distance Learning),"<table class=""specifications summarys table table-striped table-bordered table-hover"">
<tbody>
<tr>
<th class=""head"">Validation status</th>
<td class=""text"" colspan=""3"">Validated</td>
</tr>
<tr>
<th class=""head"" style=""width: 25%;"">Highest award</th>
<td class=""text"" style=""width: 25%;"">Master of Science</td>
<th class=""head"" style=""width: 25%;"">Level</th>
<td class=""text"" style=""width: 25%;"">Masters</td>
</tr>
<tr>
<th class=""head"">Possible interim awards</th>
<td class=""text"" colspan=""3"">
Postgraduate Diploma,
Postgraduate Certificate,
Advanced Diploma in Professional Development
</td>
</tr>
<tr>
<th class=""head"">Total credits for course</th>
<td class=""text"" colspan=""3"">180</td>
</tr>
<tr>
<th class=""head"">Awarding institution</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">Teaching institutions</th>
<td class=""text"" colspan=""3"">
London Metropolitan University
</td>
</tr>
<tr>
<th class=""head"">School</th>
<td class=""text"" colspan=""3"">School of Human Sciences</td>
</tr>
<tr>
<th class=""head"">Subject Area</th>
<td class=""text"" colspan=""3"">Biosciences</td>
</tr>
<tr>
<th class=""head"">Attendance options</th>
<td class=""text"" colspan=""3"">
<table id=""course_attendance_options"">
<tbody>
<tr>
<th class=""cao_head"">Option</th>
<th class=""cao_head"">Minimum duration</th>
<th class=""cao_head"">Maximum duration</th>
</tr>
<tr>
<td class=""cao_data"">Part-time Distance Learning</td>
<td class=""cao_data"">
2 YEARS
</td>
<td class=""cao_data"">
6 YEARS
</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<th class=""head"">Course leader</th>
<td class=""text"" colspan=""3"">
 
</td>
</tr>
</tbody>
</table>","<div class=""panel-body"">
<p>
You will be required to have:</p>
<ul class=""list-group"">
<li class=""list-group-item"">
a first or second class honours first degree (or equivalent) in biomedical or life sciences subjects (that included appropriate biomedical content), although other subjects may be considered</li>
</ul>
<p>
Lower grades, or non-degree qualifications supplemented by substantial work experience, may be considered at interview.</p>
</div>"
