course_code,full_title,type,info,url
PMFSLRCT,"LLM Financial Services Law, Regulation and Compliance (Top-up)",Postgraduate,,/course-catalogue/course-specifications/2023-24/PMFSLRCT/LLM-Financial-Services-Law-Regulation-and-Compliance-(Top-up)/
PMFURNDE,MA Furniture Design,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMFURNDE/MA-Furniture-Design/
PMGBHMRM,MA Global Human Resource Management,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMGBHMRM/MA-Global-Human-Resource-Management/
PMHRLMDL,LLM Human Rights Law,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMHRLMDL/LLM-Human-Rights-Law/
PMHSCLMG,MSc Health and Social Care Leadership and Management,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMHSCLMG/MSc-Health-and-Social-Care-Leadership-and-Management/
PMHUMNTR,MSc Human Nutrition,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMHUMNTR/MSc-Human-Nutrition/
PMHURIIC,MA Human Rights and International Conflict,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMHURIIC/MA-Human-Rights-and-International-Conflict/
PMIBUMNT,MSc International Business Management,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMIBUMNT/MSc-International-Business-Management/
PMIBUPJT,MSc International Business Management with Project Management,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMIBUPJT/MSc-International-Business-Management-with-Project-Management/
PMIELTMT,"MSc International Events, Leisure and Tourism Management",Postgraduate,,/course-catalogue/course-specifications/2023-24/PMIELTMT/MSc-International-Events-Leisure-and-Tourism-Management/
PMINACFI,MSc International Accounting and Finance,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINACFI/MSc-International-Accounting-and-Finance/
PMINBAFI,MSc International Banking and Finance,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINBAFI/MSc-International-Banking-and-Finance/
PMINRDES,MA Interior Design,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINRDES/MA-Interior-Design/
PMINSECS,MA International Security Studies,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINSECS/MA-International-Security-Studies/
PMINTRFI,MSc International Trade and Finance,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINTRFI/MSc-International-Trade-and-Finance/
PMINTRLN,MA International Relations,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINTRLN/MA-International-Relations/
PMINTSCS,MA International Security Studies,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMINTSCS/MA-International-Security-Studies/
PMITPRET,MA Interpreting,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMITPRET/MA-Interpreting/
PMJWLSVR,MA Jewellery and Silversmithing,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMJWLSVR/MA-Jewellery-and-Silversmithing/
PMLEATEA,MA Learning and Teaching in Higher Education,Postgraduate,,
PMLEGAPR,LLM Legal Practice,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMLEGAPR/LLM-Legal-Practice/
PMLEGPRT,LLM Legal Practice (Top-up),Postgraduate,,/course-catalogue/course-specifications/2023-24/PMLEGPRT/LLM-Legal-Practice-(Top-up)/
PMLLMMLW,LLM Media Law,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMLLMMLW/LLM-Media-Law/
PMMEDCON,MA Media and Communications,Postgraduate,,
PMMEDICS,MSc Medical Genomics,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMMEDICS/MSc-Medical-Genomics/
PMMKTPWY,MA Marketing,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMMKTPWY/MA-Marketing/
PMMRTMLW,LLM Maritime Law (Top-Up) (Distance Learning),Postgraduate,,/course-catalogue/course-specifications/2023-24/PMMRTMLW/LLM-Maritime-Law-(Top-Up)-(Distance-Learning)/
PMMTLMDL,LLM Maritime Law,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMMTLMDL/LLM-Maritime-Law/
PMORCRGS,MA Organised Crime and Global Security,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMORCRGS/MA-Organised-Crime-and-Global-Security/
PMPCODIP,"MA Peace, Conflict and Diplomacy",Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPCODIP/MA-Peace-Conflict-and-Diplomacy/
PMPHSDDS,MSc Pharmaceutical Science and Drug Delivery Systems,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPHSDDS/MSc-Pharmaceutical-Science-and-Drug-Delivery-Systems/
PMPRODDE,MA Product Design,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPRODDE/MA-Product-Design/
PMPROJMN,MSc Project Management,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPROJMN/MSc-Project-Management/
PMPSBSOL,Biomedical Science On-line,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPSBSOL/Biomedical-Science-On-line/
PMPSLOGY,MSc Psychology,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPSLOGY/MSc-Psychology/
PMPSMEHE,MSc Psychology of Mental Health,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPSMEHE/MSc-Psychology-of-Mental-Health/
PMPUBART,MA Public Art and Performance,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPUBART/MA-Public-Art-and-Performance/
PMPUBHEA,MSc Public Health,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPUBHEA/MSc-Public-Health/
PMPYSTPY,MSc Physiotherapy (Pre-registration),Postgraduate,,/course-catalogue/course-specifications/2023-24/PMPYSTPY/MSc-Physiotherapy-(Pre-registration)/
PMQUTSUR,MSc Quantity Surveying,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMQUTSUR/MSc-Quantity-Surveying/
PMRELEST,MSc Real Estate,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMRELEST/MSc-Real-Estate/
PMROBWAI,MSc Robotics with Artificial Intelligence,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMROBWAI/MSc-Robotics-with-Artificial-Intelligence/
PMSOCWRK,MSc Social Work,Postgraduate,Info,/course-catalogue/course-specifications/2023-24/PMSOCWRK/MSc-Social-Work/
PMSPTTPY,MSc Sports Therapy,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMSPTTPY/MSc-Sports-Therapy/
PMTRANSM,MA Translation,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMTRANSM/MA-Translation/
PMTXTDGN,MA Textile Design,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMTXTDGN/MA-Textile-Design/
PMVICOIL,MA Visual Communication: Illustration,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMVICOIL/MA-Visual-Communication-Illustration/
PMVISCOM,MA Visual Communication: Graphic Design,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMVISCOM/MA-Visual-Communication-Graphic-Design/
PMWOMCDA,MA Woman and Child Abuse,Postgraduate,,/course-catalogue/course-specifications/2023-24/PMWOMCDA/MA-Woman-and-Child-Abuse/
PMYACWAP,MSc Youth and Community Work (Advanced Practice),Postgraduate,,/course-catalogue/course-specifications/2023-24/PMYACWAP/MSc-Youth-and-Community-Work-(Advanced-Practice)/
PMYACWJR,MSc Youth and Community Work (with JNC Recognition),Postgraduate,,/course-catalogue/course-specifications/2023-24/PMYACWJR/MSc-Youth-and-Community-Work-(with-JNC-Recognition)/
PSAORQTS,Assessment Only (AO) route to qualified teacher status - QTS,Postgraduate,,
RBDOCFBA,Doctor of Business Administration,Postgraduate,,/course-catalogue/course-specifications/2023-24/RBDOCFBA/Doctor-of-Business-Administration/
RDPHDAPP,Doctor of Philosophy,Postgraduate,,
RMPHIAPP,Master of Philosophy,Postgraduate,,
RPCRPLSC,"Dprof Crime, Policy and Security",Postgraduate,,/course-catalogue/course-specifications/2023-24/RPCRPLSC/Dprof-Crime-Policy-and-Security/
RPPOSECS,"Professional Doctorate in Policing, Security and Community Safety",Postgraduate,,
RPPPFCOU,Professional Doctorate in Counselling Psychology,Postgraduate,,
UDAAAMAN,"BSc Airline, Airport and Aviation Management",Undergraduate,,/course-catalogue/course-specifications/2023-24/UDAAAMAN/BSc-Airline-Airport-and-Aviation-Management/
UDAAAMFY,"BSc (Hons) Airline, Airport and Aviation Management (including...",Undergraduate,,/course-catalogue/course-specifications/2023-24/UDAAAMFY/BSc-(Hons)-Airline-Airport-and-Aviation-Management-(including-foundation-year)/
UDACFIFY,BA (Hons) Accounting and Finance (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDACFIFY/BA-(Hons)-Accounting-and-Finance-(including-foundation-year)/
UDACFINA,BA Accounting and Finance,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDACFINA/BA-Accounting-and-Finance/
UDACFISE,BA (Hons) Accounting and Financial Services (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDACFISE/BA-(Hons)-Accounting-and-Financial-Services-(Top-up)/
UDADIFFY,BA (Hons) Art and Design (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDADIFFY/BA-(Hons)-Art-and-Design-(including-foundation-year)/
UDADMCPR,"BA Advertising, Marketing Communications and Public Relations",Undergraduate,,/course-catalogue/course-specifications/2023-24/UDADMCPR/BA-Advertising-Marketing-Communications-and-Public-Relations/
UDARCHFY,BA (Hons) Architecture (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDARCHFY/BA-(Hons)-Architecture-(including-foundation-year)/
UDARCHIT,BA Architecture,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDARCHIT/BA-Architecture/
UDARTURE,BA (Hons) Architecture (Top-Up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDARTURE/BA-(Hons)-Architecture-(Top-Up)/
UDBANKFN,BSc Banking and Finance,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBANKFN/BSc-Banking-and-Finance/
UDBANKFY,BSc (Hons) Banking and Finance (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBANKFY/BSc-(Hons)-Banking-and-Finance-(including-foundation-year)/
UDBEMAJO,BA (Hons) Beauty Marketing and Journalism,Undergraduate,,
UDBIIDFY,BSc (Hons) Biology of Infectious Disease (including foundation...,Undergraduate,,
UDBIOCFY,BSc (Hons) Biochemistry (including foundation year),Undergraduate,,
UDBIOCHE,BSc Biochemistry,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBIOCHE/BSc-Biochemistry/
UDBIOSCI,BSc Biological Science,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBIOSCI/BSc-Biological-Science/
UDBIOSFY,BSc (Hons) Biological Science (including foundation year),Undergraduate,,
UDBMAHRM,BA (Hons) Business Management and Human Resource Management,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBMAHRM/BA-(Hons)-Business-Management-and-Human-Resource-Management/
UDBMDSCI,BSc Biomedical Science,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBMDSCI/BSc-Biomedical-Science/
UDBMDSFY,BSc (Hons) Biomedical Science (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBMDSFY/BSc-(Hons)-Biomedical-Science-(including-foundation-year)/
UDBMMARK,BA Business Management and Marketing,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBMMARK/BA-Business-Management-and-Marketing/
UDBMMKFY,BA (Hons) Business Management and Marketing (including foundat...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBMMKFY/BA-(Hons)-Business-Management-and-Marketing-(including-foundation-year)/
UDBSCMSY,BSc Business Computer Systems (Top Up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBSCMSY/BSc-Business-Computer-Systems-(Top-Up)/
UDBSNMFY,BA (Hons) Business Management (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBSNMFY/BA-(Hons)-Business-Management-(including-foundation-year)/
UDBSNMGT,BA Business Management,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBSNMGT/BA-Business-Management/
UDBSNMNG,BA (Hons) Business Management (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDBSNMNG/BA-(Hons)-Business-Management-(Top-up)/
UDCHEMFY,BSc (Hons) Chemistry (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCHEMFY/BSc-(Hons)-Chemistry-(including-foundation-year)/
UDCHEMST,BSc Chemistry,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCHEMST/BSc-Chemistry/
UDCISIFY,BEng (Hons) Computer Networking and Cloud Security (including ...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCISIFY/BEng-(Hons)-Computer-Networking-and-Cloud-Security-(including-foundation-year)/
UDCMDVFY,BSc (Hons) Community Development and Leadership (including fou...,Undergraduate,,
UDCMDVLR,BSc Community Development and Leadership,Undergraduate,,
UDCMNCDS,BEng (Hons) Computer Networking and Cloud Security,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCMNCDS/BEng-(Hons)-Computer-Networking-and-Cloud-Security/
UDCMPSCI,BSc Computer Science,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCMPSCI/BSc-Computer-Science/
UDCMPSFY,BSc (Hons) Computer Science (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCMPSFY/BSc-(Hons)-Computer-Science-(including-foundation-year)/
UDCMPTFY,BSc (Hons) Computing (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCMPTFY/BSc-(Hons)-Computing-(including-foundation-year)/
UDCMPTNG,BSc Computing,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCMPTNG/BSc-Computing/
UDCNEIFY,BEng Computer Networking and Infrastructure Security (includin...,Undergraduate,,
UDCNEISE,BEng Computer Networking and Infrastructure Security,Undergraduate,,
UDCNSLNG,BSc (Hons) Counselling,Undergraduate,,
UDCOMNCS,BSc Computer Networking and Cyber Security,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCOMNCS/BSc-Computer-Networking-and-Cyber-Security/
UDCOMNFY,BSc (Hons) Computer Networking and Cyber Security (including f...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCOMNFY/BSc-(Hons)-Computer-Networking-and-Cyber-Security-(including-foundation-year)/
UDCONMGT,BSc (Hons) Construction Management,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCONMGT/BSc-(Hons)-Construction-Management/
UDCOUCOA,BSc Counselling and Coaching,Undergraduate,,
UDCRILAW,BA Criminology and Law,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRILAW/BA-Criminology-and-Law/
UDCRIMFY,BSc (Hons) Criminology (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRIMFY/BSc-(Hons)-Criminology-(including-foundation-year)/
UDCRIMGY,BSc Criminology,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRIMGY/BSc-Criminology/
UDCRINSE,BA Criminology and International Security,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRINSE/BA-Criminology-and-International-Security/
UDCRIPOL,BSc Criminology and Policing,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRIPOL/BSc-Criminology-and-Policing/
UDCRIPSY,BSc Criminology and Psychology,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRIPSY/BSc-Criminology-and-Psychology/
UDCRISOC,BSc Criminology and Sociology,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCRISOC/BSc-Criminology-and-Sociology/
UDCRYHST,BSc Criminology and Youth Studies,Undergraduate,,
UDCSENFY,BEng (Hons) Computer Systems Engineering and Robotics (includi...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCSENFY/BEng-(Hons)-Computer-Systems-Engineering-and-Robotics-(including-foundation-year)/
UDCSENRO,BEng Computer Systems Engineering and Robotics,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCSENRO/BEng-Computer-Systems-Engineering-and-Robotics/
UDCSFCOM,BSc (Hons) Cyber Security and Forensic Computing (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCSFCOM/BSc-(Hons)-Cyber-Security-and-Forensic-Computing-(Top-up)/
UDCWENFY,BA (Hons) Creative Writing and English Literature (including f...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCWENFY/BA-(Hons)-Creative-Writing-and-English-Literature-(including-foundation-year)/
UDCWENLI,BA Creative Writing and English Literature,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDCWENLI/BA-Creative-Writing-and-English-Literature/
UDDATSCI,BSc (Hons) Data Science,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDATSCI/BSc-(Hons)-Data-Science/
UDDGBUMG,BSc Digital Business Management,Undergraduate,,
UDDGMDFY,BA (Hons) Digital Media (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDGMDFY/BA-(Hons)-Digital-Media-(including-foundation-year)/
UDDIENUT,BSc Dietetics and Nutrition,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDIENUT/BSc-Dietetics-and-Nutrition/
UDDIETET,BSc Dietetics,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDIETET/BSc-Dietetics/
UDDIFOCS,BSc Digital Forensics and Cyber Security,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDIFOCS/BSc-Digital-Forensics-and-Cyber-Security/
UDDIFOFY,BSc (Hons) Digital Forensics and Cyber Security (including fou...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDIFOFY/BSc-(Hons)-Digital-Forensics-and-Cyber-Security-(including-foundation-year)/
UDDIGMDA,BA Digital Media,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDIGMDA/BA-Digital-Media/
UDDIINRL,BA Diplomacy and International Relations,Undergraduate,,
UDDTSCFY,BSc (Hons) Data Science (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDDTSCFY/BSc-(Hons)-Data-Science-(including-foundation-year)/
UDECFNIB,"BSc (Hons) Economics, Finance and International Business",Undergraduate,,/course-catalogue/course-specifications/2023-24/UDECFNIB/BSc-(Hons)-Economics-Finance-and-International-Business/
UDECHODL,BA (Hons) Early Childhood Studies (Top-Up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDECHODL/BA-(Hons)-Early-Childhood-Studies-(Top-Up)/
UDECHSFY,BA (Hons) Early Childhood Studies (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDECHSFY/BA-(Hons)-Early-Childhood-Studies-(including-foundation-year)/
UDECNMFY,BSc (Hons) Economics (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDECNMFY/BSc-(Hons)-Economics-(including-foundation-year)/
UDECNMIC,BSc Economics,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDECNMIC/BSc-Economics/
UDECOFIN,BSc Economics and Finance,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDECOFIN/BSc-Economics-and-Finance/
UDEDUCFY,BA (Hons) Education (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEDUCFY/BA-(Hons)-Education-(including-foundation-year)/
UDEDUCTN,BA (Hons) Education,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEDUCTN/BA-(Hons)-Education/
UDEEGIOT,BEng (Hons) Electronic Engineering and Internet of Things,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEEGIOT/BEng-(Hons)-Electronic-Engineering-and-Internet-of-Things/
UDEEITFY,BEng (Hons) Electronic Engineering and Internet of Things (inc...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEEITFY/BEng-(Hons)-Electronic-Engineering-and-Internet-of-Things-(including-foundation-year)/
UDEIOTFY,BEng (Hons) Electronics and Internet of Things (including foun...,Undergraduate,,
UDELEIOT,BEng (Hons) Electronics and Internet of Things,Undergraduate,,
UDERLYCS,BA Early Childhood Studies,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDERLYCS/BA-Early-Childhood-Studies/
UDEVEMAN,BA Events Management,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEVEMAN/BA-Events-Management/
UDEVEMFY,BA Events Management (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEVEMFY/BA-Events-Management-(including-foundation-year)/
UDEVMAMK,BA (Hons) Events Management and Marketing,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDEVMAMK/BA-(Hons)-Events-Management-and-Marketing/
UDFAIONS,BA (Hons) Fashion (Top-Up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFAIONS/BA-(Hons)-Fashion-(Top-Up)/
UDFAMJFY,BA (Hons) Fashion Marketing and Journalism (including foundati...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFAMJFY/BA-(Hons)-Fashion-Marketing-and-Journalism-(including-foundation-year)/
UDFAPHFY,BA (Hons) Fashion Photography (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFAPHFY/BA-(Hons)-Fashion-Photography-(including-foundation-year)/
UDFASPHO,BA Fashion Photography,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFASPHO/BA-Fashion-Photography/
UDFIEART,BA (Hons) Fine Art (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFIEART/BA-(Hons)-Fine-Art-(Top-up)/
UDFINAFY,BA (Hons) Fine Art (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFINAFY/BA-(Hons)-Fine-Art-(including-foundation-year)/
UDFINART,BA Fine Art,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFINART/BA-Fine-Art/
UDFITEFY,BA (Hons) Film and Television Production (including foundation...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFITEFY/BA-(Hons)-Film-and-Television-Production-(including-foundation-year)/
UDFITEPR,BA Film and Television Production,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFITEPR/BA-Film-and-Television-Production/
UDFITEST,BA Film and Television Studies,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFITEST/BA-Film-and-Television-Studies/
UDFMBSMN,BA Fashion Marketing and Business Management,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFMBSMN/BA-Fashion-Marketing-and-Business-Management/
UDFMTSFY,BA (Hons) Film and Television Studies (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFMTSFY/BA-(Hons)-Film-and-Television-Studies-(including-foundation-year)/
UDFRNSCI,BSc Forensic Science,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFRNSCI/BSc-Forensic-Science/
UDFRNSFY,BSc (Hons) Forensic Science (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFRNSFY/BSc-(Hons)-Forensic-Science-(including-foundation-year)/
UDFSHION,BA Fashion,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFSHION/BA-Fashion/
UDFSHNFY,BA (Hons) Fashion (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFSHNFY/BA-(Hons)-Fashion-(including-foundation-year)/
UDFSMKJR,BA (Hons) Fashion Marketing and Journalism,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFSMKJR/BA-(Hons)-Fashion-Marketing-and-Journalism/
UDFSNTFY,BA (Hons) Fashion Textiles (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFSNTFY/BA-(Hons)-Fashion-Textiles-(including-foundation-year)/
UDFSNTXL,BA (Hons) Fashion Textiles,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFSNTXL/BA-(Hons)-Fashion-Textiles/
UDFSPHOT,BA (Hons) Fashion Photography (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDFSPHOT/BA-(Hons)-Fashion-Photography-(Top-up)/
UDFUPDFY,BA (Hons) Furniture and Product Design (including foundation y...,Undergraduate,,
UDFUPRDE,BA Furniture and Product Design,Undergraduate,,
UDGAMAFY,"BSc (Hons) Games Animation, Modelling and Effects (including f...",Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGAMAFY/BSc-(Hons)-Games-Animation-Modelling-and-Effects-(including-foundation-year)/
UDGAMOEF,"BSc (Hons) Games Animation, Modelling and Effects",Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGAMOEF/BSc-(Hons)-Games-Animation-Modelling-and-Effects/
UDGAPRFY,BSc (Hons) Games Programming (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGAPRFY/BSc-(Hons)-Games-Programming-(including-foundation-year)/
UDGAPROG,BSc Games Programming,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGAPROG/BSc-Games-Programming/
UDGRCDGN,BA (Hons) Graphic Design (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGRCDGN/BA-(Hons)-Graphic-Design-(Top-up)/
UDGRDSPS,BA (Hons) Graphic Design (with preparatory semester),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGRDSPS/BA-(Hons)-Graphic-Design-(with-preparatory-semester)/
UDGRPDES,BA Graphic Design,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGRPDES/BA-Graphic-Design/
UDGRPDFY,BA (Hons) Graphic Design (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDGRPDFY/BA-(Hons)-Graphic-Design-(including-foundation-year)/
UDHHSOCA,BSc (Hons) Health and Social Care (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDHHSOCA/BSc-(Hons)-Health-and-Social-Care-(Top-up)/
UDHMDSCI,BSc Herbal Medicinal Science (Top-Up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDHMDSCI/BSc-Herbal-Medicinal-Science-(Top-Up)/
UDHSCAFY,BSc (Hons) Health and Social Care (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDHSCAFY/BSc-(Hons)-Health-and-Social-Care-(including-foundation-year)/
UDHSCARE,BSc Health and Social Care,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDHSCARE/BSc-Health-and-Social-Care/
UDHUMNFY,BSc (Hons) Human Nutrition (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDHUMNFY/BSc-(Hons)-Human-Nutrition-(including-foundation-year)/
UDHUMNUT,BSc Human Nutrition,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDHUMNUT/BSc-Human-Nutrition/
UDIATDPS,BA (Hons) Interior Architecture and Design (with preparatory s...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDIATDPS/BA-(Hons)-Interior-Architecture-and-Design-(with-preparatory-semester)/
UDILLAFY,BA (Hons) Illustration and Animation (including foundation year),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDILLAFY/BA-(Hons)-Illustration-and-Animation-(including-foundation-year)/
UDILLANI,BA Illustration and Animation,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDILLANI/BA-Illustration-and-Animation/
UDILMION,BA (Hons) Illustration and Animation (Top-Up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDILMION/BA-(Hons)-Illustration-and-Animation-(Top-Up)/
UDINADES,BA (Hons) Interior Architecture and Design (Top-up),Undergraduate,,/course-catalogue/course-specifications/2023-24/UDINADES/BA-(Hons)-Interior-Architecture-and-Design-(Top-up)/
UDINADFY,BA (Hons) Interior Architecture and Design (including foundati...,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDINADFY/BA-(Hons)-Interior-Architecture-and-Design-(including-foundation-year)/
UDINARDE,BA Interior Architecture and Design,Undergraduate,,/course-catalogue/course-specifications/2023-24/UDINARDE/BA-Interior-Architecture-and-Design/
